molecule_chembl_id,canonical_smiles,standard_value
CHEMBL2431516,CCOC(=O)C1=C(Nc2ccc3c(c2)CCC3)SCC1=O,851.0
CHEMBL2431515,CCOC(=O)C1=C(Nc2ccc3ccccc3c2)SCC1=O,20.0
CHEMBL2431514,CCOC(=O)C1=C(Nc2cnc3ccccc3c2)SCC1=O,351.0
CHEMBL2431513,CCOC(=O)C1=C(Nc2ccc3c(c2)CCCC3)SCC1=O,92.0
CHEMBL2431512,CCOC(=O)C1=C(Nc2ccc(Br)cc2C)SCC1=O,50000.0
CHEMBL2431511,CCOC(=O)C1=C(Nc2ccc(C)c(F)c2)SCC1=O,536.0
CHEMBL2431510,CCOC(=O)C1=C(Nc2ccc(C)c(C)c2)SCC1=O,256.0
CHEMBL2431509,CCOC(=O)C1=C(Nc2cc(Cl)cc(Cl)c2)SCC1=O,1188.0
CHEMBL2431508,CCOC(=O)C1=C(Nc2cccc(C(F)(F)F)c2)SCC1=O,50000.0
CHEMBL2431507,CCOC(=O)C1=C(Nc2ccc(Br)c(C(F)(F)F)c2)SCC1=O,1615.0
CHEMBL2431506,CCOC(=O)C1=C(Nc2ccc(Cl)c(C(F)(F)F)c2)SCC1=O,751.0
CHEMBL2431505,CCOC(=O)C1=C(Nc2ccc(C(C)(C)C)cc2)SCC1=O,227.0
CHEMBL2431504,CCOC(=O)C1=C(Nc2ccc(S(F)(F)(F)(F)F)cc2)SCC1=O,559.0
CHEMBL2431503,CCOC(=O)C1=C(Nc2ccc(C(F)(F)F)cc2)SCC1=O,367.0
CHEMBL1334527,CCOC(=O)C1=C(Nc2ccccc2)SCC1=O,50000.0
CHEMBL1732938,CCOC(=O)C1=C(Nc2ccc(Cl)cc2)SCC1=O,1113.0
CHEMBL3218512,O=C(NCC(c1ccccc1)c1ccccc1)c1ccccc1O,21200.0
CHEMBL3218515,O=C(NCC(c1ccccc1)c1ccccc1)c1cccc(Cl)c1O,44100.0
CHEMBL3218516,O=C(NCC(c1ccccc1)c1ccccc1)c1ccc(Cl)cc1O,10300.0
CHEMBL3218517,O=C(NCC(c1ccccc1)c1ccccc1)c1cc(Cl)ccc1O,9100.0
CHEMBL3218518,O=C(NCC(c1ccccc1)c1ccccc1)c1cc(Cl)cc(Cl)c1O,7000.0
CHEMBL3218519,O=C(NCC(c1ccccc1)c1ccccc1)c1cc(Br)ccc1O,10800.0
CHEMBL3217764,O=C(NCC(c1ccccc1)c1ccccc1)c1cccc(F)c1O,26100.0
CHEMBL3218520,O=C(NCC(c1ccccc1)c1ccccc1)c1ccc(F)c(F)c1O,9900.0
CHEMBL3218521,O=C(NCC(c1ccccc1)c1ccccc1)c1c(O)cccc1F,125000.0
CHEMBL3218522,Cc1ccc(O)c(C(=O)NCC(c2ccccc2)c2ccccc2)c1,14400.0
CHEMBL3218523,COc1cccc(C(=O)NCC(c2ccccc2)c2ccccc2)c1O,500000.0
CHEMBL3218524,COc1ccc(C(=O)NCC(c2ccccc2)c2ccccc2)c(O)c1,14000.0
CHEMBL3218525,COc1ccc(O)c(C(=O)NCC(c2ccccc2)c2ccccc2)c1,18100.0
CHEMBL3218526,COc1cccc(O)c1C(=O)NCC(c1ccccc1)c1ccccc1,125000.0
CHEMBL3218527,O=C(NCC(c1ccccc1)c1ccccc1)c1cccc(CO)c1O,100000.0
CHEMBL3218528,O=C(NCC(c1ccccc1)c1ccccc1)c1ccc(CO)cc1O,46200.0
CHEMBL3218529,O=C(NCC(c1ccccc1)c1ccccc1)c1cc(CO)ccc1O,8000.0
CHEMBL3218530,O=Cc1ccc(C(=O)NCC(c2ccccc2)c2ccccc2)c(O)c1,16500.0
CHEMBL3289671,Cc1cc(Nc2cc(F)c(C(F)(F)F)c(F)c2)n2nc(C(C)(F)F)nc2n1,20.0
CHEMBL3289672,Cc1cc(Nc2cc(F)c(C(F)(F)F)c(F)c2)n2nc(C(F)(F)F)nc2n1,22.0
CHEMBL3289670,Cc1cc(Nc2ccc(C(F)(F)F)c(F)c2)n2nc(C(C)(F)F)nc2n1,35.0
CHEMBL1235108,CC(=O)c1sc(Nc2ccccc2)nc1C,10000.0
CHEMBL3410570,CC(=O)c1sc(Nc2ccc(Br)cc2)nc1C,10000.0
CHEMBL3410571,CC(=O)c1sc(Nc2ccc(C(C)(C)C)cc2)nc1C,10000.0
CHEMBL3410572,CC(=O)c1sc(Nc2ccc(C)c(C)c2)nc1C,1489.0
CHEMBL3410573,CC(=O)c1sc(Nc2ccc(C)c(F)c2)nc1C,10000.0
CHEMBL3410574,CC(=O)c1sc(Nc2ccc(Cl)c(C(F)(F)F)c2)nc1C,4265.0
CHEMBL3410575,CC(=O)c1sc(Nc2ccc(Br)c(C(F)(F)F)c2)nc1C,10000.0
CHEMBL3410576,CC(=O)c1sc(Nc2ccc3ccccc3c2)nc1C,871.0
CHEMBL3410577,CC(=O)c1sc(Nc2ccc3cc4ccccc4cc3c2)nc1C,10000.0
CHEMBL1460972,CCOC(=O)c1sc(Nc2ccc(Br)cc2)nc1C,2452.0
CHEMBL3410578,CCOC(=O)c1sc(Nc2ccc(C)c(C)c2)nc1C,10000.0
CHEMBL3410579,CCOC(=O)c1sc(Nc2ccc(C)c(F)c2)nc1C,10000.0
CHEMBL3410580,CCOC(=O)c1sc(Nc2ccc(C)c(Cl)c2)nc1C,10000.0
CHEMBL3410581,CCOC(=O)c1sc(Nc2ccc3ccccc3c2)nc1C,10000.0
CHEMBL3410582,CCOC(=O)c1sc(Nc2ccc(C)c(C)c2)nc1N,10000.0
CHEMBL3410583,CCOC(=O)c1sc(Nc2ccc(Cl)c(C(F)(F)F)c2)nc1N,10000.0
CHEMBL3410584,CCOC(=O)c1sc(Nc2ccc(C)c(C)c2)nc1NC(=O)C1CC1,10000.0
CHEMBL3410585,CCOC(=O)c1sc(Nc2ccc(Cl)c(C(F)(F)F)c2)nc1NC(=O)C1CC1,10000.0
CHEMBL3410586,CCOC(=O)c1sc(Nc2ccc(C)c(C)c2)nc1NC(=O)c1ccccc1,10000.0
CHEMBL3410587,CCOC(=O)c1sc(Nc2ccc(Cl)c(C(F)(F)F)c2)nc1NC(=O)c1ccccc1,10000.0
CHEMBL3410588,CCOC(=O)c1sc(Nc2ccc(C)c(C)c2)nc1C1CC1,10000.0
CHEMBL3410589,CCOC(=O)c1sc(Nc2ccc(C)c(F)c2)nc1C1CC1,10000.0
CHEMBL3410590,CCOC(=O)c1sc(Nc2ccc(C)c(Cl)c2)nc1C1CC1,10000.0
CHEMBL3410591,CCOC(=O)c1sc(Nc2ccc(C)c(C)c2)nc1C(C)(C)C,10000.0
CHEMBL3410592,CCOC(=O)c1sc(Nc2ccc(C)c(F)c2)nc1C(C)(C)C,10000.0
CHEMBL3410593,CCOC(=O)c1sc(Nc2ccc(C)c(Cl)c2)nc1C(C)(C)C,10000.0
CHEMBL3410594,CCOC(=O)c1sc(Nc2ccc(C)c(C)c2)nc1-c1ccccc1,10000.0
CHEMBL3410595,CCOC(=O)c1sc(Nc2ccc(C)c(F)c2)nc1-c1ccccc1,10000.0
CHEMBL3410596,CCOC(=O)c1sc(Nc2ccc(C)c(Cl)c2)nc1-c1ccccc1,10000.0
CHEMBL3410597,CCOC(=O)c1sc(Nc2ccccc2)nc1-c1ccccc1,10000.0
CHEMBL3410598,CCOC(=O)c1sc(Nc2ccc(OC)cc2)nc1-c1ccccc1,10000.0
CHEMBL3410599,CCOC(=O)c1sc(Nc2ccc(Cl)cc2)nc1-c1ccccc1,10000.0
CHEMBL3410600,CCOC(=O)c1sc(Nc2ccc(C(F)(F)F)cc2)nc1-c1ccccc1,10000.0
CHEMBL3410601,CCOC(=O)c1sc(Nc2ccc(C(C)(C)C)cc2)nc1-c1ccccc1,10000.0
CHEMBL3410602,CCOC(=O)c1sc(Nc2ccc(Cl)c(C(F)(F)F)c2)nc1-c1ccccc1,10000.0
CHEMBL3410603,CCOC(=O)c1sc(Nc2ccc(Br)c(C(F)(F)F)c2)nc1-c1ccccc1,10000.0
CHEMBL3410604,CCOC(=O)c1sc(Nc2ccc(Cl)c(Cl)c2)nc1-c1ccccc1,10000.0
CHEMBL3410605,CCOC(=O)c1sc(Nc2cc(Cl)cc(Cl)c2)nc1-c1ccccc1,10000.0
CHEMBL3410606,CCOC(=O)c1sc(Nc2ccc(Br)cc2C)nc1-c1ccccc1,10000.0
CHEMBL3410607,CCOC(=O)c1sc(Nc2ccc3c(c2)CCC3)nc1-c1ccccc1,10000.0
CHEMBL3410608,CCOC(=O)c1sc(Nc2ccc3c(c2)OCO3)nc1-c1ccccc1,10000.0
CHEMBL3410609,CCOC(=O)c1sc(Nc2ccc3c(c2)CCCC3)nc1-c1ccccc1,10000.0
CHEMBL3410610,CCOC(=O)c1sc(Nc2ccc3ccccc3c2)nc1-c1ccccc1,10000.0
CHEMBL3410611,CCOC(=O)c1sc(Nc2ccc3cc4ccccc4cc3c2)nc1-c1ccccc1,10000.0
CHEMBL3410612,CCOC(=O)c1sc(Nc2ccc(-c3ccccc3)cc2)nc1-c1ccccc1,10000.0
CHEMBL3410613,CCOC(=O)c1sc(Nc2ccc(-c3cccc(OC)c3)cc2)nc1-c1ccccc1,10000.0
CHEMBL3410614,CCOC(=O)c1sc(Nc2ccc(-c3ccccc3)cc2F)nc1-c1ccccc1,10000.0
CHEMBL3410615,CCOC(=O)c1sc(Nc2ccc(-c3cccc(OC)c3)cc2F)nc1-c1ccccc1,10000.0
CHEMBL3410616,CCOC(=O)c1sc(Nc2c(F)cc(-c3cccc(OC)c3)cc2F)nc1-c1ccccc1,10000.0
CHEMBL3410617,CCOC(=O)c1sc(Nc2ccc(Oc3ccccc3)c(Cl)c2)nc1-c1ccccc1,10000.0
CHEMBL3410618,CCOC(=O)c1sc(Nc2ccc(OCc3ccccc3)c(Cl)c2)nc1-c1ccccc1,10000.0
CHEMBL3410619,CCOC(=O)c1sc(Nc2ccc(OCc3c(F)cccc3Cl)c(Cl)c2)nc1-c1ccccc1,10000.0
CHEMBL3690108,CCCNC(=O)c1ccc(-n2cccn2)s1,250000.0
CHEMBL3694239,Cc1nc2cc3c(cc2n1-c1ccc(C(=O)NC2CC2)s1)OCO3,116.0
CHEMBL3694251,Cc1ccccc1/C=C/c1cc(O)c2ccccc2n1,930.0
CHEMBL3690150,Cc1nc2ccccc2n1-c1cscc1C(=O)NC1CC1,30000.0
CHEMBL3694250,Fc1cc(I)ccc1Nc1ccnc2cc(Cl)ccc12,580.0
CHEMBL3690117,CCCNC(=O)c1ccc(N2Cc3cccc(OC)c3Oc3ncccc32)s1,30000.0
CHEMBL3690144,Cc1nc2cnccc2n1-c1ccc(C(=O)NC2CC2)s1,3084.0
CHEMBL3694233,c1ccc2oc(-c3ccc(-c4nc5ccccc5o4)s3)nc2c1,30000.0
CHEMBL3694247,Cc1nc2ccc(-c3ccccc3)cc2n1-c1ccc(C(=O)NC2CC2)s1,89.0
CHEMBL3690114,CCCNC(=O)c1ccc(N2CCOc3ccc(Cl)cc32)s1,7500.0
CHEMBL3690140,CCc1nc2cc(F)ccc2n1-c1ccc(C(=O)NC2CC2)s1,67.0
CHEMBL3694237,CCCC/C(=N/OC)c1ccc(-n2cnc3ccccc32)s1,30000.0
CHEMBL3690146,Cc1nc2ncccc2n1-c1ccc(C(=O)NC2CC2)s1,4766.0
CHEMBL3690145,Cc1nc2cccnc2n1-c1ccc(C(=O)NC2CC2)s1,1118.0
CHEMBL3690112,CCCNC(=O)c1ccc(N2CC(C)Sc3ccccc32)s1,19100.0
CHEMBL3690116,CCCNC(=O)c1ccc(N2CCSc3ncccc32)s1,13800.0
CHEMBL3690109,CCCNC(=O)c1ccc(N2CCN(C)CC2)s1,250000.0
CHEMBL3694246,Cc1nc2cc(-c3ccccc3)ccc2n1-c1ccc(C(=O)NC2CC2)s1,178.0
CHEMBL3694234,CCCCC(=O)c1ccc(-n2cnc3ccccc32)s1,30000.0
CHEMBL3694236,CCCCC(N=O)c1ccc(-n2cnc3ccccc32)s1,30000.0
CHEMBL3690133,CCNC(=O)c1ccc(-n2cnc3cc(Cl)ccc32)s1,56.0
CHEMBL3690107,CCCNC(=O)c1ccc(N2CCCCC2)s1,30000.0
CHEMBL3690126,CC[C@@H](C)NC(=O)c1ccc(-n2cnc3ccccc32)s1,30000.0
CHEMBL3694254,O=C(NC1CC1)c1ccc(N2CCSc3ccccc32)s1,250.0
CHEMBL3694242,Cc1nc2cc3ccccc3cc2n1-c1ccc(C(=O)NC2CC2)s1,35.0
CHEMBL3690123,COc1ccc2c(c1)nc(C)n2-c1ccc(C(=O)NC2CC2)s1,212.0
CHEMBL3694238,CCCC/C(=N\OC)c1ccc(-n2cnc3ccccc32)s1,30000.0
CHEMBL3690135,CCCc1nc2ccccc2n1-c1ccc(C(=O)NCC)s1,334.0
CHEMBL3690152,Cn1c(-c2ccc(C(=O)NC3CC3)s2)nc2ccccc21,30000.0
CHEMBL3690151,Cc1nc2ccccc2n1-c1cc(C(=O)NC2CC2)cs1,1700.0
CHEMBL3690111,CCCNC(=O)c1ccc(-n2c(C)nc3ccccc32)s1,170.0
CHEMBL3694252,CCCCCC1CCCc2c1nc1ccccc1c2O,340.0
CHEMBL3690154,c1ccc2[nH]c(-c3ccc(-c4nc5ccccc5[nH]4)s3)nc2c1,30000.0
CHEMBL3690138,CCNC(=O)c1ccc(-n2c(C)nc3cc(C)ccc32)s1,112.0
CHEMBL3694245,Cc1nc(-c2ccc(Cl)cc2)cn1-c1ccc(C(=O)NC2CC2)s1,252.0
CHEMBL3690153,O=C(NC1CC1)c1ccc(-c2nc3ccccc3o2)s1,30000.0
CHEMBL3694249,O=C(NC1CC1)c1ccc(-n2ncc3ccccc32)s1,30000.0
CHEMBL3690122,CC[C@H](C)NC(=O)c1ccc(-n2cnc3ccccc32)s1,17900.0
CHEMBL3690137,CCNC(=O)c1ccc(-n2cnc3cc(C)ccc32)s1,75.0
CHEMBL3690148,CCNC(=O)c1ccc(-n2cc(-c3ccccc3)nc2C)s1,416.0
CHEMBL3690147,Cc1nc(-c2ccccc2)cn1-c1ccc(C(=O)NC2CC2)s1,220.0
CHEMBL3690132,O=C(NC1CC1)c1ccc(-n2cnc3cc(Cl)ccc32)s1,166.0
CHEMBL3694248,O=C(NC1CC1)c1ccc(-n2nnc3ccccc32)s1,28000.0
CHEMBL3690125,O=C(c1ccc(-n2cnc3ccccc32)s1)N1CCC1,16500.0
CHEMBL3690141,CCNC(=O)c1ccc(-n2cnc3cc(F)ccc32)s1,105.0
CHEMBL600689,CCOC(=O)c1[nH]c(C)c(Cc2ccc(OCC)cc2)c1C,83.0
CHEMBL3690131,CCNC(=O)c1ccc(-n2c(C)nc3cc(F)ccc32)s1,164.0
CHEMBL3690136,Cc1ccc2c(c1)ncn2-c1ccc(C(=O)NC2CC2)s1,38.0
CHEMBL3694253,CCCNC(=O)c1ccc(-n2c(C)cc3ccccc32)s1,70.0
CHEMBL3690134,CCCNC(=O)c1ccc(-n2cnc3cc(Cl)ccc32)s1,324.0
CHEMBL3690121,O=C(c1ccc(-n2cnc3ccccc32)s1)N1CCCCC1,30000.0
CHEMBL3690124,Cc1nc2cc(F)ccc2n1-c1ccc(C(=O)NC2CC2)s1,88.0
CHEMBL3690104,CCCNC(=S)c1ccc(-n2ccc3ccccc32)s1,459.0
CHEMBL3690142,CCNC(=O)c1ccc(-n2c(CC)nc3cc(F)ccc32)s1,178.0
CHEMBL3690139,CCNC(=O)c1ccc(-n2c(CC)nc3ccccc32)s1,137.0
CHEMBL3690105,CCCNC(=O)c1ccc(N2CCOCC2)s1,250000.0
CHEMBL3690120,CCNC(=O)c1ccc(-n2c(C)nc3ccccc32)s1,191.0
CHEMBL3694243,Cc1nc2cc(OC(C)C)ccc2n1-c1ccc(C(=O)NC2CC2)s1,121.0
CHEMBL3694241,CCNC(=O)c1cccc(-n2c(C)nc3cc(F)ccc32)c1,30000.0
CHEMBL3690110,CCCNC(=O)c1ccc(-n2ccnc2)s1,165000.0
CHEMBL3694240,CCNC(=O)c1ccc(-n2c(C)nc3cc(F)ccc32)cc1,2870.0
CHEMBL3690115,CCCNC(=O)c1ccc(N2CCc3ccccc32)s1,30000.0
CHEMBL3690143,O=C(NC1CC1)c1ccc(-n2cnc3cc(F)ccc32)s1,58.0
CHEMBL3690106,CCCNC(=O)c1ccc(N2CCCC2)s1,250000.0
CHEMBL3690127,CCCN(C)C(=O)c1ccc(-n2cnc3ccccc32)s1,30000.0
CHEMBL3690113,CCCNC(=O)c1ccc(N2CCSc3ccccc32)s1,9200.0
CHEMBL3694232,Cn1c(-c2ccc(-c3nc4ccccc4n3C)s2)nc2ccccc21,30000.0
CHEMBL3694235,CCCCC(O)c1ccc(-n2cnc3ccccc32)s1,30000.0
CHEMBL3690130,CCNC(=O)c1ccc(-n2c(C)nc3cc(Cl)ccc32)s1,94.0
CHEMBL3690128,CCCNC(=O)c1ccc(-n2c(C)nc3cc(F)ccc32)s1,499.0
CHEMBL3690149,Cc1nc(-c2ccc(F)cc2)cn1-c1ccc(C(=O)NC2CC2)s1,240.0
CHEMBL3694244,Cc1nc2cc(F)c(F)cc2n1-c1ccc(C(=O)NC2CC2)s1,105.0
CHEMBL3690118,O=C(c1ccc(-n2cnc3ccccc32)s1)N1CCCC1,30000.0
CHEMBL3690119,O=C(NCCO)c1ccc(-n2cnc3ccccc32)s1,14000.0
CHEMBL3690129,CCCNC(=O)c1ccc(-n2c(C)nc3cc(Cl)ccc32)s1,239.0
CHEMBL3818535,Cc1cc(=O)n2nc(SCc3ccc(Cl)cc3)nc2[nH]1,1000.0
CHEMBL4464362,O=C(NCC(c1ccccc1)c1ccccc1)c1nonc1O,75000.0
CHEMBL4517934,O=C(NCC(c1ccccc1)c1ccccc1)c1nsnc1O,12000.0
CHEMBL4436588,O=C(NCc1ccccc1)c1nsnc1O,35000.0
CHEMBL4437588,Cn1cc(C(=O)NCC(c2ccccc2)c2ccccc2)c(O)n1,250000.0
CHEMBL4526067,Cc1c(C(=O)NCC(c2ccccc2)c2ccccc2)c(O)nn1C,250000.0
CHEMBL4457827,Cn1nc(O)c(C(=O)O)c1COc1ccccc1,19000.0
CHEMBL4514989,Cn1nc(O)c(C(=O)O)c1CNc1ccccc1,16000.0
CHEMBL4451149,CN(Cc1c(C(=O)O)c(O)nn1C)c1ccccc1,23000.0
CHEMBL4514633,Cn1nc(O)c(C(=O)O)c1CSc1ccccc1,25000.0
CHEMBL4458056,Cn1nc(O)c(C(=O)O)c1COc1cccc(C(F)(F)F)c1,2800.0
CHEMBL4539458,Cn1nc(O)c(C(=O)O)c1COc1ccc(C(F)(F)F)cc1,5300.0
CHEMBL4440085,CCOC(=O)c1c(O)nn(C)c1COc1ccccc1,250000.0
CHEMBL4544292,CCOc1nn(C)c(COc2ccccc2)c1C(=O)O,250000.0
CHEMBL4569109,Cn1nc(OCC2CC2)c(C(=O)O)c1COc1ccccc1,250000.0
CHEMBL4568957,Cn1nc(OCc2ccccc2)c(C(=O)O)c1COc1ccccc1,250000.0
CHEMBL4449622,Cn1nc(O)c(C(N)=O)c1COc1ccccc1,250000.0
CHEMBL4545127,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)c(F)c2)n2nc(C(C)(F)F)nc2n1,10.0
